Date,Open,High,Low,Close,Volume
1986-01-02,96.6454,96.6454,96.6454,96.6454,0
1986-01-03,97.9478,97.9478,97.9478,97.9478,0
1986-01-07,96.6454,96.6454,96.6454,96.6454,0
1986-01-08,95.8906,95.8906,95.8906,95.8906,0
1986-01-09,91.762,91.762,91.762,91.762,0
1986-01-10,92.4317,92.4317,92.4317,92.4317,0
1986-01-13,91.762,91.762,91.762,91.762,0
1986-01-15,93.826,93.826,93.826,93.826,0
1986-01-16,94.1561,94.1561,94.1561,94.1561,0
1986-01-20,93.2048,93.2048,93.2048,93.2048,0
1986-01-21,93.5119,93.5119,93.5119,93.5119,0
1986-01-22,93.826,93.826,93.826,93.826,0
1986-01-24,94.486,94.486,94.486,94.486,0
1986-01-27,97.9478,97.9478,97.9478,97.9478,0
1986-01-28,99.3908,99.3908,99.3908,99.3908,0
1986-01-29,98.7111,98.7111,98.7111,98.7111,0
1986-01-30,97.9478,97.9478,97.9478,97.9478,0
1986-01-31,97.2922,97.2922,97.2922,97.2922,0
1986-02-03,96.6454,96.6454,96.6454,96.6454,0
1986-02-04,97.6308,97.6308,97.6308,97.6308,0
1986-02-05,96.9962,96.9962,96.9962,96.9962,0
1986-02-06,97.2922,97.2922,97.2922,97.2922,0
1986-02-07,95.8906,95.8906,95.8906,95.8906,0
1986-02-10,97.9478,97.9478,97.9478,97.9478,0
1986-02-11,97.2922,97.2922,97.2922,97.2922,0
1986-02-13,97.6308,97.6308,97.6308,97.6308,0
1986-02-14,97.9478,97.9478,97.9478,97.9478,0
1986-02-17,97.2922,97.2922,97.2922,97.2922,0
1986-02-20,96.6454,96.6454,96.6454,96.6454,0
1986-02-21,97.9478,97.9478,97.9478,97.9478,0
1986-02-24,99.3908,99.3908,99.3908,99.3908,0
1986-02-27,100.146,100.146,100.146,100.146,0
1986-02-28,100.768,100.768,100.768,100.768,0
1986-03-04,103.626,103.626,103.626,103.626,0
1986-03-05,102.197,102.197,102.197,102.197,0
1986-03-06,101.43,101.43,101.43,101.43,0
1986-03-07,100.768,100.768,100.768,100.768,0
1986-03-10,100.146,100.146,100.146,100.146,0
1986-03-11,101.43,101.43,101.43,101.43,0
1986-03-12,104.253,104.253,104.253,104.253,0
1986-03-13,106.317,106.317,106.317,106.317,0
1986-03-14,109.162,109.162,109.162,109.162,0
1986-03-18,107.73,107.73,107.73,107.73,0
1986-03-19,109.162,109.162,109.162,109.162,0
1986-03-20,109.785,109.785,109.785,109.785,0
1986-03-24,108.391,108.391,108.391,108.391,0
1986-03-25,106.317,106.317,106.317,106.317,0
1986-03-26,107.07,107.07,107.07,107.07,0
1986-04-01,107.73,107.73,107.73,107.73,0
1986-04-03,108.391,108.391,108.391,108.391,0
1986-04-04,109.162,109.162,109.162,109.162,0
1986-04-07,108.391,108.391,108.391,108.391,0
1986-04-08,107.73,107.73,107.73,107.73,0
1986-04-09,108.391,108.391,108.391,108.391,0
1986-04-10,109.785,109.785,109.785,109.785,0
1986-04-11,114.028,114.028,114.028,114.028,0
1986-04-14,114.028,114.028,114.028,114.028,0
1986-04-17,116.109,116.109,116.109,116.109,0
1986-04-18,116.754,116.754,116.754,116.754,0
1986-04-21,117.488,117.488,117.488,117.488,0
1986-04-22,118.158,118.158,118.158,118.158,0
1986-04-23,116.426,116.426,116.426,116.426,0
1986-04-24,113.27,113.27,113.27,113.27,0
1986-04-25,114.028,114.028,114.028,114.028,0
1986-04-29,114.68,114.68,114.68,114.68,0
1986-05-01,113.27,113.27,113.27,113.27,0
1986-05-06,112.634,112.634,112.634,112.634,0
1986-05-07,111.867,111.867,111.867,111.867,0
1986-05-08,109.785,109.785,109.785,109.785,0
1986-05-13,109.162,109.162,109.162,109.162,0
1986-05-14,107.73,107.73,107.73,107.73,0
1986-05-15,106.317,106.317,106.317,106.317,0
1986-05-16,104.905,104.905,104.905,104.905,0
1986-05-19,105.69,105.69,105.69,105.69,0
1986-05-20,106.317,106.317,106.317,106.317,0
1986-05-21,107.07,107.07,107.07,107.07,0
1986-05-22,109.162,109.162,109.162,109.162,0
1986-05-23,111.867,111.867,111.867,111.867,0
1986-05-27,112.634,112.634,112.634,112.634,0
1986-05-28,114.028,114.028,114.028,114.028,0
1986-05-29,113.27,113.27,113.27,113.27,0
1986-06-02,114.028,114.028,114.028,114.028,0
1986-06-03,113.27,113.27,113.27,113.27,0
1986-06-04,114.028,114.028,114.028,114.028,0
1986-06-05,113.816,113.816,113.816,113.816,0
1986-06-06,114.028,114.028,114.028,114.028,0
1986-06-10,113.27,113.27,113.27,113.27,0
1986-06-11,111.867,111.867,111.867,111.867,0
1986-06-16,112.634,112.634,112.634,112.634,0
1986-06-17,113.27,113.27,113.27,113.27,0
1986-06-18,114.68,114.68,114.68,114.68,0
1986-06-19,115.324,115.324,115.324,115.324,0
1986-06-20,116.109,116.109,116.109,116.109,0
1986-06-24,116.754,116.754,116.754,116.754,0
1986-06-26,117.488,117.488,117.488,117.488,0
1986-06-27,119.592,119.592,119.592,119.592,0
1986-07-01,120.971,120.971,120.971,120.971,0
1986-07-03,123.7,123.7,123.7,123.7,0
1986-07-07,123.043,123.043,123.043,123.043,0
1986-07-08,120.971,120.971,120.971,120.971,0
