Date,Open,High,Low,Close,Volume
2007-01-02,21.8807,22.1652,21.8305,22.048,205774
2007-01-03,22.0397,22.0815,21.387,21.8556,181848
2007-01-04,21.7803,21.8639,21.3954,21.4958,272997
2007-01-05,21.5292,21.8054,21.4707,21.4707,302505
2007-01-08,21.5794,21.8054,21.1192,21.3535,262269
2007-01-09,21.4121,21.5209,21.295,21.295,159397
2007-01-10,21.0607,21.1109,20.5837,20.9017,426724
2007-01-15,21.0941,21.5878,21.0858,21.4372,298327
2007-01-16,21.6213,21.705,21.479,21.4958,326611
2007-01-17,20.9603,21.2113,20.6088,20.8431,778302
2007-01-18,20.7929,20.9017,19.6633,20.2072,781257
2007-01-19,20.0733,20.5252,19.7805,20.4833,259690
2007-01-22,20.5001,20.7427,20.4415,20.6005,381387
2007-01-23,20.6256,20.7092,20.3243,20.5754,246144
2007-01-24,20.7092,21.0105,20.6339,20.9268,219706
2007-01-25,20.9184,21.2113,20.8264,20.8933,215472
2007-01-26,20.7594,20.7594,20.4582,20.4582,239707
2007-01-29,20.6674,21.295,20.6088,20.9435,237697
2007-01-30,20.9184,21.2029,20.8599,21.2029,151789
2007-01-31,21.2029,21.3786,20.8599,21.3201,293649
2007-02-01,21.4539,21.7468,21.2615,21.3954,250151
2007-02-02,21.4205,21.5041,21.295,21.4121,146983
2007-02-05,21.1694,21.1694,20.7343,20.9603,214532
2007-02-06,20.9937,21.4121,20.9603,21.0607,214444
2007-02-07,21.1443,21.3201,21.1276,21.1443,261619
2007-02-08,21.295,21.6046,21.0523,21.1611,336011
2007-02-09,21.3033,21.3619,20.7511,20.818,417650
2007-02-12,20.6841,20.8599,20.4582,20.567,217729
2007-02-13,20.6674,21.0356,20.659,20.8599,410798
2007-02-14,21.0021,21.0774,20.8766,20.977,154016
2007-02-15,20.9184,20.9603,20.7929,20.8933,129401
2007-02-16,20.8682,21.0523,20.8348,20.9603,158868
2007-02-19,21.3284,21.7133,21.3284,21.5794,446378
2007-02-20,21.6129,21.7217,21.4372,21.6631,280169
2007-02-21,21.6799,21.6799,21.4288,21.6046,252159
2007-02-22,21.5794,21.638,21.4037,21.4205,259185
2007-02-26,21.5962,21.8054,21.5041,21.705,249642
2007-02-27,21.8472,21.9643,20.9686,21.4205,926488
2007-02-28,20.6925,21.9225,20.3662,21.6715,1141499
2007-03-01,21.6799,21.6799,20.2574,20.6172,759084
2007-03-02,20.5084,20.7678,19.4123,19.7637,576552
2007-03-05,19.1194,19.429,18.5421,19.4123,756452
2007-03-06,19.3119,19.496,19.1613,19.4541,365277
2007-03-07,19.4374,19.998,19.2784,19.839,313934
2007-03-08,19.9227,20.2909,19.6968,19.8139,455779
2007-03-09,19.1194,19.4792,18.6592,18.8349,1056535
2007-03-12,18.676,18.8098,18.266,18.7345,848396
2007-03-13,18.6258,19.2366,18.5086,18.6509,603993
2007-03-14,18.3245,18.3245,17.9564,17.9564,470852
2007-03-15,18.2994,18.5254,18.0233,18.0735,456332
2007-03-16,18.358,18.517,18.2158,18.3413,1643980
2007-03-19,18.5505,18.5756,17.9898,17.9982,368144
2007-03-20,18.199,18.5086,18.0317,18.4333,282842
2007-03-21,18.517,18.5254,18.199,18.266,410212
2007-03-22,18.4919,18.768,18.3831,18.5337,500245
2007-03-23,18.6174,19.178,18.5672,19.0023,477453
2007-03-26,19.178,19.178,18.9019,19.0441,411588
2007-03-27,19.2198,19.2198,18.5588,18.5839,278449
2007-03-28,18.5839,18.6592,18.3998,18.5839,253814
2007-03-29,18.7429,19.4123,18.7262,19.3286,393314
2007-03-30,19.3454,19.6047,19.2198,19.4541,250399
2007-04-02,19.5043,19.5796,19.3286,19.5211,168342
2007-04-03,19.6633,19.9478,19.5211,19.9227,298398
2007-04-04,19.9311,19.9813,19.7637,19.9813,179714
2007-04-05,19.998,20.2992,19.8725,20.1068,197977
2007-04-10,20.1821,20.7427,19.8474,20.2825,394960
2007-04-11,20.249,20.249,19.9478,20.0315,169402
2007-04-12,19.9478,20.0147,19.3705,19.7554,233650
2007-04-13,19.6633,19.9143,19.6131,19.7805,163130
2007-04-16,19.906,20.1235,19.8307,20.0315,311837
2007-04-17,19.9143,20.1235,19.8307,19.998,175629
2007-04-18,19.9562,19.9562,19.7135,19.8056,176706
2007-04-19,19.6884,19.7805,19.337,19.6801,378166
2007-04-20,19.6717,19.998,19.5713,19.8056,377554
2007-04-23,19.9227,19.998,19.7386,19.8725,90121
2007-04-24,19.9729,19.9729,19.3872,19.747,360258
2007-04-25,19.8223,19.9729,19.5796,19.906,376749
2007-04-26,20.0315,20.249,19.7219,19.8474,261006
2007-04-27,19.9143,20.0231,19.7554,19.7637,176478
2007-04-30,19.7972,19.9896,19.7554,19.7972,223062
2007-05-02,19.9562,20.0147,19.5796,19.6549,229968
2007-05-03,19.5462,19.7135,19.0274,19.3621,547563
2007-05-04,19.4123,19.5964,19.3035,19.5294,306926
2007-05-07,19.5713,19.9729,19.5378,19.6047,158498
2007-05-08,19.6968,19.747,19.2784,19.4876,677304
2007-05-09,19.7386,19.7721,19.5378,19.6047,222426
2007-05-10,19.7888,19.998,19.3621,19.4541,326620
2007-05-11,19.328,19.6728,19.0084,19.5214,409711
